colour	x	y	clickSelects	fill
#0000FF	0.31283422459893	0.578969696969696	Adams	#0000FF
#FF0000	0.483957219251337	0.602848484848485	Adelphia	#FF0000
#0000FF	0.0989304812834225	0.614323232323232	A.K. (Harrow)	#0000FF
#0000FF	0.644385026737968	0.420393939393939	Amcor	#0000FF
#0000FF	0.494652406417112	0.465131313131313	Amsoy	#0000FF
#FF0000	0.548128342245989	0.43289898989899	Amsoy 71	#FF0000
#0000FF	0.526737967914438	0.57840404040404	Beeson	#0000FF
#FF0000	0.644385026737968	0.615444444444444	Beeson 80	#FF0000
#0000FF	0.558823529411765	0.841141414141414	Bonus	#0000FF
#FF0000	0.17379679144385	0.686414141414141	Boone	#FF0000
#FF0000	0.740641711229946	0.748191919191919	Burlison	#FF0000
#0000FF	0.526737967914438	0.488979797979798	Calland	#0000FF
#FF0000	0.644385026737968	0.653676767676767	Century	#FF0000
#FF0000	0.697860962566845	0.714585858585859	Century 84	#FF0000
#FF0000	0.719251336898396	0.550959595959596	Chamberlain	#FF0000
#FF0000	0.227272727272727	0.632232323232323	Chief	#FF0000
#FF0000	0.815508021390374	0.67079797979798	Cisne	#FF0000
#0000FF	0.366310160427808	0.61570707070707	Clark	#0000FF
#FF0000	0.473262032085562	0.548212121212121	Clark 63	#FF0000
#FF0000	0.740641711229946	0.458151515151515	Conrad	#FF0000
#FF0000	0.772727272727273	0.663454545454545	Corsica	#FF0000
#0000FF	0.516042780748663	0.509858585858586	Corsoy	#0000FF
#FF0000	0.644385026737968	0.528616161616161	Corsoy 79	#FF0000
#0000FF	0.633689839572192	0.483010101010101	Cumberland	#0000FF
#FF0000	0.526737967914438	0.615242424242424	Cutler	#FF0000
#0000FF	0.655080213903743	0.579434343434343	Douglas	#0000FF
#FF0000	0.783422459893048	0.588151515151515	Dunbar	#FF0000
#0000FF	0.0454545454545455	0.417353535353535	Dunfield	#0000FF
#FF0000	0.836898395721925	0.479555555555556	Dwight	#FF0000
#FF0000	0.697860962566845	0.370131313131313	Elgin	#FF0000
#FF0000	0.740641711229946	0.403080808080808	Elgin 87	#FF0000
#FF0000	0.740641711229946	0.651969696969697	Flyer	#FF0000
#0000FF	0.419786096256685	0.561525252525252	Ford	#0000FF
#FF0000	0.622994652406417	0.249313131313131	Franklin	#FF0000
#FF0000	0.248663101604278	0.540858585858586	Gibson	#FF0000
#0000FF	0.601604278074866	0.519484848484848	Harcor	#0000FF
#0000FF	0.344919786096257	0.566616161616162	Harosoy	#0000FF
#FF0000	0.473262032085562	0.577676767676767	Harosoy 63	#FF0000
#FF0000	0.697860962566845	0.568414141414141	Harper	#FF0000
#0000FF	0.302139037433155	0.57960606060606	Hawkeye	#0000FF
#FF0000	0.473262032085562	0.587060606060606	Hawkeye 63	#FF0000
#FF0000	0.815508021390374	0.363393939393939	IA 2021	#FF0000
#FF0000	0.815508021390374	0.598121212121212	IA 2022	#FF0000
#FF0000	0.8475935828877	0.465131313131313	IA 2038	#FF0000
#FF0000	0.868983957219251	0.487979797979798	IA 2050	#FF0000
#FF0000	0.868983957219251	0.507212121212121	IA 2052	#FF0000
#FF0000	0.922459893048128	0.38239393939394	IA 2065	#FF0000
#FF0000	0.901069518716578	0.321313131313131	IA 2068	#FF0000
#FF0000	0.933155080213904	0.487252525252525	IA 2094	#FF0000
#FF0000	0.815508021390374	0.46740404040404	IA 3004	#FF0000
#FF0000	0.8475935828877	0.32920202020202	IA 3010	#FF0000
#FF0000	0.879679144385027	0.419191919191919	IA 3014	#FF0000
#0000FF	0.901069518716578	0.263080808080808	IA 3023	#0000FF
#FF0000	0.911764705882353	0.322313131313131	IA 3024	#FF0000
#0000FF	0.0882352941176471	0.589535353535354	Illini	#0000FF
#FF0000	0.751336898395722	0.443242424242424	Jack	#FF0000
#FF0000	0.751336898395722	0.421838383838384	Kenwood	#FF0000
#FF0000	0.0989304812834225	0.669797979797979	Korean	#FF0000
