x	y	showSelected
0.364757192244734	0.415818181818182	69338-51615-71
0.499672814822968	0.623050505050505	A3127
0.19273801844121	0.418282828282829	A4595
0.26007047142495	0.35329292929293	A50-7445
0.499672814822968	0.623050505050505	A5424
0.337268623041809	0.443232323232324	A55-5629-4
0.394963529508217	0.563010101010101	A72-507
0.394963529508217	0.563010101010101	A72-512
0.479437477169119	0.537656565656565	A72-512
0.545453667946408	0.496161616161616	A75-105021
0.478790628313377	0.768141414141414	A80-244003
0.543124510632516	0.411010101010101	A81-356022
0.478790628313377	0.768141414141414	A83-214072-23-8
0.709981429420641	0.552424242424242	A93-552034
0.236284986562843	0.69650505050505	Adams
0.261211232003875	0.425616161616161	Adams
0.364757192244734	0.415818181818182	AgriPro 25
0.368703471697981	0.571676767676768	Amcor
0.545453667946408	0.496161616161616	Amcor
0.429983625698152	0.448525252525253	Amcor 89
0.337732448771702	0.679979797979798	Amsoy
0.397688819067099	0.414868686868687	Amsoy
0.394963529508217	0.563010101010101	Amsoy 71
0.394963529508217	0.563010101010101	Amsoy x Calland
0.376252548847744	0.499090909090909	Amsoy x Calland
0.394963529508217	0.563010101010101	Amsoy x Portage
0.29135489011467	0.606525252525253	Anderson
0.324256430943745	0.339353535353535	Anoka
0.234003465404994	0.462343434343435	AP68-1016
0.234003465404994	0.462343434343435	AP68-1022
0.394963529508217	0.563010101010101	AX429
0.337732448771702	0.679979797979798	AX56P64-1
0.364757192244734	0.415818181818182	AX901-40-2
0.596198709962751	0.611111111111111	AYR
0.545453667946408	0.496161616161616	B216
0.479437477169119	0.537656565656565	B216
0.344915479669766	0.457191919191919	Baron
0.364757192244734	0.415818181818182	Beeson 80
0.364757192244734	0.415818181818182	Beeson x AP68-1016
0.364757192244734	0.415818181818182	Beeson x L15
0.216922142714413	0.234	Blackhawk
0.26007047142495	0.35329292929293	Blackhawk
0.597803296271568	0.432181818181818	Blackjack 21
0.43191163643484	0.568868686868687	BSR 101 x Williams 82
0.543124510632516	0.411010101010101	Burlison
0.29135489011467	0.606525252525253	C1069
0.29135489011467	0.606525252525253	C1070
0.29135489011467	0.606525252525253	C1079
0.397688819067099	0.414868686868687	C1253
0.397688819067099	0.414868686868687	C1265
0.397688819067099	0.414868686868687	C1266
0.397688819067099	0.414868686868687	C1266R
0.380409430254024	0.587232323232323	C1421
0.201615893627962	0.48989898989899	C1520
0.376252548847744	0.499090909090909	C1528
0.53817285757015	0.366222222222223	C1732
0.29135489011467	0.606525252525253	C985
0.376252548847744	0.499090909090909	Calland x Altona
0.312194454800433	0.43020202020202	Capital
0.499672814822968	0.623050505050505	Cartter
0.201615893627962	0.48989898989899	Century
0.376252548847744	0.499090909090909	Century
0.543124510632516	0.411010101010101	Century 84
0.43191163643484	0.568868686868687	Century 84
0.29135489011467	0.606525252525253	Chippewa
0.26007047142495	0.35329292929293	Chippewa
0.58069940908602	0.275373737373738	Cisne
0.641182284263998	0.379272727272727	CL0J095-4-6
0.641182284263998	0.379272727272727	CL0J173-6-2
0.641182284263998	0.379272727272727	CL0J173-6-8
0.29135489011467	0.606525252525253	Clark
0.26007047142495	0.35329292929293	Clark
0.234003465404994	0.462343434343435	Clark x Blackhawk
0.234003465404994	0.462343434343435	Clark x CNS
0.234003465404994	0.462343434343435	Clark x (Lincoln x CNS)
0.234003465404994	0.462343434343435	Clark x PI 86.024
0.234003465404994	0.462343434343435	Clark x T145
0.234003465404994	0.462343434343435	Clark x T201
0.364757192244734	0.415818181818182	CN210
0.364757192244734	0.415818181818182	CN290
0.234003465404994	0.462343434343435	Columbus
0.597803296271568	0.432181818181818	Conrad x Elgin 87
0.552057543473634	0.57359595959596	Conrad x Elgin 87
0.397688819067099	0.414868686868687	Corsoy
0.545453667946408	0.496161616161616	Corsoy 79
0.545453667946408	0.496161616161616	Corsoy x Hark
0.545453667946408	0.496161616161616	Corsoy x Wayne
0.479437477169119	0.537656565656565	Corsoy x Wayne
0.499672814822968	0.623050505050505	Crawford
0.545453667946408	0.496161616161616	Cumberland
0.499672814822968	0.623050505050505	Cumberland
0.234003465404994	0.462343434343435	Cutler
0.266644260958886	0.533050505050505	Cutler 71
0.67760388630804	0.421111111111111	CX1705R-108
0.216922142714413	0.234	CX291-42-1
0.202500923263919	0.614787878787879	D56-1185
0.579302917564128	0.719474747474748	Delsoy 4500
0.596198709962751	0.611111111111111	Dimon
0.236284986562843	0.69650505050505	Dorman
0.376252548847744	0.499090909090909	Douglas
0.499672814822968	0.623050505050505	Douglas
0.499672814822968	0.623050505050505	DSR-304
0.236284986562843	0.69650505050505	Dunfield x Haberlandt
0.555527461366451	0.44949494949495	Dwight
0.244280339279746	0.638666666666666	Egyptian
0.499672814822968	0.623050505050505	Elf
0.596198709962751	0.611111111111111	Elgin 87
0.397688819067099	0.414868686868687	Evans
0.499672814822968	0.623050505050505	Fayette
0.344915479669766	0.457191919191919	FH22-815
0.29135489011467	0.606525252525253	Ford
0.26007047142495	0.35329292929293	Ford
0.368703471697981	0.571676767676768	Fremont
0.499672814822968	0.623050505050505	Fremont
0.236284986562843	0.69650505050505	Gibson
0.499672814822968	0.623050505050505	Gnome
0.29135489011467	0.606525252525253	Grant
0.236284986562843	0.69650505050505	H2
0.236284986562843	0.69650505050505	Haberlandt x Dunfield
0.545453667946408	0.496161616161616	Harcor
0.475696785336689	0.412464646464647	Harcor x (M61-96 x Hobbitt 87)
0.545453667946408	0.496161616161616	Hardin
0.397688819067099	0.414868686868687	Hark
0.337268623041809	0.443232323232324	Hark
