colour	x	y	showSelected	fill
#FF0000	0.943850267379679	0.218160984848485	Private 3-14	#FF0000
#FF0000	0.687165775401069	0.393859848484848	Private 3-15	#FF0000
#FF0000	0.772727272727273	0.456587121212121	Private 3-16	#FF0000
#FF0000	0.783422459893048	0.222592803030303	Private 3-17	#FF0000
#FF0000	0.794117647058823	0.184435606060606	Private 3-18	#FF0000
#FF0000	0.804812834224599	0.346651515151515	Private 3-19	#FF0000
#FF0000	0.719251336898396	0.369816287878788	Private 3- 2	#FF0000
#FF0000	0.868983957219251	0.191956439393939	Private 3-20	#FF0000
#FF0000	0.879679144385027	0.207772727272727	Private 3-21	#FF0000
#FF0000	0.933155080213904	0.283102272727273	Private 3-22	#FF0000
#FF0000	0.933155080213904	0.318498106060606	Private 3-23	#FF0000
#FF0000	0.772727272727273	0.343462121212121	Private 3- 3	#FF0000
#FF0000	0.82620320855615	0.32442803030303	Private 3- 4	#FF0000
#FF0000	0.836898395721925	0.463234848484849	Private 3- 5	#FF0000
#FF0000	0.8475935828877	0.306174242424242	Private 3- 6	#FF0000
#FF0000	0.858288770053476	0.356045454545455	Private 3- 7	#FF0000
#FF0000	0.890374331550802	0.231839015151515	Private 3- 8	#FF0000
#FF0000	0.751336898395722	0.254530303030303	Private 3- 9	#FF0000
#FF0000	0.70855614973262	0.423585227272727	Private 4- 1	#FF0000
#FF0000	0.868983957219251	0.374263257575758	Private 4-10	#FF0000
#FF0000	0.868983957219251	0.380123106060606	Private 4-11	#FF0000
#FF0000	0.580213903743315	0.460024621212121	Private 4-12	#FF0000
#FF0000	0.697860962566845	0.308022727272727	Private 4-13	#FF0000
#FF0000	0.783422459893048	0.369001893939394	Private 4-14	#FF0000
#FF0000	0.794117647058823	0.446225378787879	Private 4-15	#FF0000
#FF0000	0.804812834224599	0.378778409090909	Private 4-16	#FF0000
#FF0000	0.82620320855615	0.229738636363636	Private 4-17	#FF0000
#FF0000	0.836898395721925	0.374357954545455	Private 4-18	#FF0000
#FF0000	0.933155080213904	0.344611742424242	Private 4-19	#FF0000
#FF0000	0.751336898395722	0.506564393939394	Private 4- 2	#FF0000
#FF0000	0.954545454545455	0.258522727272727	Private 4-20	#FF0000
#FF0000	0.783422459893048	0.206570075757576	Private 4- 3	#FF0000
#FF0000	0.879679144385027	0.290267045454545	Private 4- 4	#FF0000
#FF0000	0.911764705882353	0.302583333333333	Private 4- 5	#FF0000
#FF0000	0.655080213903743	0.345	Private 4- 6	#FF0000
#FF0000	0.655080213903743	0.256371212121212	Private 4- 7	#FF0000
#FF0000	0.762032085561497	0.412943181818182	Private 4- 8	#FF0000
#FF0000	0.762032085561497	0.247530303030303	Private 4- 9	#FF0000
#FF0000	0.772727272727273	0.635308712121212	RCAT Angora	#FF0000
#FF0000	0.729946524064171	0.247104166666667	Resnik	#FF0000
#0000FF	0.205882352941176	0.527518939393939	Richland	#0000FF
#FF0000	0.441176470588235	0.655971590909091	Ross	#FF0000
#FF0000	0.82620320855615	0.207172348484848	Savoy	#FF0000
#FF0000	0.152406417112299	0.870285984848485	Scioto	#FF0000
#0000FF	0.419786096256685	0.527945075757576	Shelby	#0000FF
#FF0000	0.665775401069519	0.472128787878788	Sparks	#FF0000
#FF0000	0.740641711229946	0.260496212121212	Spencer	#FF0000
#FF0000	0.804812834224599	0.361111742424242	Stressland	#FF0000
#FF0000	0.783422459893048	0.310363636363636	Thorne	#FF0000
#FF0000	0.879679144385027	0.309647727272727	U98-311442	#FF0000
#FF0000	0.622994652406417	0.492844696969697	Union	#FF0000
#FF0000	0.633689839572192	0.688176136363637	Vickery	#FF0000
#FF0000	0.31283422459893	0.493382575757576	Wabash	#FF0000
#0000FF	0.483957219251337	0.566693181818182	Wayne	#0000FF
#FF0000	0.56951871657754	0.347820075757576	Wells	#FF0000
#FF0000	0.633689839572192	0.315310606060606	Wells II	#FF0000
#0000FF	0.558823529411765	0.39007196969697	Williams	#0000FF
#FF0000	0.665775401069519	0.412	Williams 82	#FF0000
#0000FF	0.590909090909091	0.364774621212121	Woodworth	#0000FF
#0000FF	0.697860962566845	0.274647727272727	Zane	#0000FF
