x	y	showSelected
0.526737967914438	0.411754132231405	69338-51615-71
0.558823529411765	0.522935950413223	A3127
0.655080213903743	0.269995867768595	A4595
0.205882352941176	0.32548347107438	A50-7445
0.558823529411765	0.522935950413223	A5424
0.302139037433155	0.389101239669421	A55-5629-4
0.494652406417112	0.436646694214876	A72-507
0.494652406417112	0.436646694214876	A72-512
0.483957219251337	0.506260330578512	A72-512
0.516042780748663	0.560663223140496	A75-105021
0.644385026737968	0.505727272727273	A80-244003
0.644385026737968	0.558743801652893	A81-356022
0.644385026737968	0.505727272727273	A83-214072-23-8
0.751336898395722	0.696247933884297	A93-552034
0.0454545454545455	0.305882231404959	Adams
0.0882352941176471	0.326423553719008	Adams
0.526737967914438	0.411754132231405	AgriPro 25
0.548128342245989	0.415006198347107	Amcor
0.516042780748663	0.560663223140496	Amcor
0.644385026737968	0.465506198347107	Amcor 89
0.31283422459893	0.38948347107438	Amsoy
0.344919786096257	0.438892561983471	Amsoy
0.494652406417112	0.436646694214876	Amsoy 71
0.494652406417112	0.436646694214876	Amsoy x Calland
0.526737967914438	0.421227272727273	Amsoy x Calland
0.494652406417112	0.436646694214876	Amsoy x Portage
0.259358288770053	0.351264462809917	Anderson
0.0989304812834225	0.378378099173554	Anoka
0.366310160427808	0.304002066115702	AP68-1016
0.366310160427808	0.304002066115702	AP68-1022
0.494652406417112	0.436646694214876	AX429
0.31283422459893	0.38948347107438	AX56P64-1
0.526737967914438	0.411754132231405	AX901-40-2
0.697860962566845	0.602481404958678	AYR
0.516042780748663	0.560663223140496	B216
0.483957219251337	0.506260330578512	B216
0.473262032085562	0.395402892561983	Baron
0.526737967914438	0.411754132231405	Beeson 80
0.526737967914438	0.411754132231405	Beeson x AP68-1016
0.526737967914438	0.411754132231405	Beeson x L15
0.141711229946524	0.289925619834711	Blackhawk
0.205882352941176	0.32548347107438	Blackhawk
0.740641711229946	0.603803719008264	Blackjack 21
0.665775401069519	0.467095041322314	BSR 101 x Williams 82
0.644385026737968	0.558743801652893	Burlison
0.259358288770053	0.351264462809917	C1069
0.259358288770053	0.351264462809917	C1070
0.259358288770053	0.351264462809917	C1079
0.344919786096257	0.438892561983471	C1253
0.344919786096257	0.438892561983471	C1265
0.344919786096257	0.438892561983471	C1266
0.344919786096257	0.438892561983471	C1266R
0.483957219251337	0.424652892561983	C1421
0.558823529411765	0.277311983471074	C1520
0.526737967914438	0.421227272727273	C1528
0.697860962566845	0.554663223140496	C1732
0.259358288770053	0.351264462809917	C985
0.526737967914438	0.421227272727273	Calland x Altona
0.0989304812834225	0.368438016528925	Capital
0.558823529411765	0.522935950413223	Cartter
0.558823529411765	0.277311983471074	Century
0.526737967914438	0.421227272727273	Century
0.644385026737968	0.558743801652893	Century 84
0.665775401069519	0.467095041322314	Century 84
0.259358288770053	0.351264462809917	Chippewa
0.205882352941176	0.32548347107438	Chippewa
0.740641711229946	0.58970867768595	Cisne
0.836898395721925	0.639551652892562	CL0J095-4-6
0.836898395721925	0.639551652892562	CL0J173-6-2
0.836898395721925	0.639551652892562	CL0J173-6-8
0.259358288770053	0.351264462809917	Clark
0.205882352941176	0.32548347107438	Clark
0.366310160427808	0.304002066115702	Clark x Blackhawk
0.366310160427808	0.304002066115702	Clark x CNS
0.366310160427808	0.304002066115702	Clark x (Lincoln x CNS)
0.366310160427808	0.304002066115702	Clark x PI 86.024
0.366310160427808	0.304002066115702	Clark x T145
0.366310160427808	0.304002066115702	Clark x T201
0.526737967914438	0.411754132231405	CN210
0.526737967914438	0.411754132231405	CN290
0.366310160427808	0.304002066115702	Columbus
0.740641711229946	0.603803719008264	Conrad x Elgin 87
0.740641711229946	0.566105371900826	Conrad x Elgin 87
0.344919786096257	0.438892561983471	Corsoy
0.516042780748663	0.560663223140496	Corsoy 79
0.516042780748663	0.560663223140496	Corsoy x Hark
0.516042780748663	0.560663223140496	Corsoy x Wayne
0.483957219251337	0.506260330578512	Corsoy x Wayne
0.558823529411765	0.522935950413223	Crawford
0.516042780748663	0.560663223140496	Cumberland
0.558823529411765	0.522935950413223	Cumberland
0.366310160427808	0.304002066115702	Cutler
0.526737967914438	0.330900826446281	Cutler 71
0.82620320855615	0.669566115702479	CX1705R-108
0.141711229946524	0.289925619834711	CX291-42-1
0.355614973262032	0.278041322314049	D56-1185
0.633689839572192	0.588557851239669	Delsoy 4500
0.697860962566845	0.602481404958678	Dimon
0.0454545454545455	0.305882231404959	Dorman
0.526737967914438	0.421227272727273	Douglas
0.558823529411765	0.522935950413223	Douglas
0.558823529411765	0.522935950413223	DSR-304
0.0454545454545455	0.305882231404959	Dunfield x Haberlandt
0.751336898395722	0.568964876033058	Dwight
0.622994652406417	0.312471074380165	Egyptian
0.558823529411765	0.522935950413223	Elf
0.697860962566845	0.602481404958678	Elgin 87
0.344919786096257	0.438892561983471	Evans
0.558823529411765	0.522935950413223	Fayette
0.473262032085562	0.395402892561983	FH22-815
0.259358288770053	0.351264462809917	Ford
0.205882352941176	0.32548347107438	Ford
0.548128342245989	0.415006198347107	Fremont
0.558823529411765	0.522935950413223	Fremont
0.0454545454545455	0.305882231404959	Gibson
0.558823529411765	0.522935950413223	Gnome
0.259358288770053	0.351264462809917	Grant
0.0454545454545455	0.305882231404959	H2
0.0454545454545455	0.305882231404959	Haberlandt x Dunfield
0.516042780748663	0.560663223140496	Harcor
0.601604278074866	0.503177685950413	Harcor x (M61-96 x Hobbitt 87)
0.516042780748663	0.560663223140496	Hardin
0.344919786096257	0.438892561983471	Hark
0.302139037433155	0.389101239669421	Hark
