x	y	showSelected
0.364757192244734	0.556278074866311	69338-51615-71
0.499672814822968	0.527711229946524	A3127
0.19273801844121	0.557368983957219	A4595
0.26007047142495	0.536673796791444	A50-7445
0.499672814822968	0.527711229946524	A5424
0.337268623041809	0.557550802139038	A55-5629-4
0.394963529508217	0.436342245989305	A72-507
0.394963529508217	0.436342245989305	A72-512
0.479437477169119	0.61812834224599	A72-512
0.545453667946408	0.483700534759358	A75-105021
0.478790628313377	0.42124064171123	A80-244003
0.543124510632516	0.635978609625669	A81-356022
0.478790628313377	0.42124064171123	A83-214072-23-8
0.709981429420641	0.390502673796791	A93-552034
0.236284986562843	0.385754010695188	Adams
0.261211232003875	0.568064171122995	Adams
0.364757192244734	0.556278074866311	AgriPro 25
0.368703471697981	0.402213903743316	Amcor
0.545453667946408	0.483700534759358	Amcor
0.429983625698152	0.388973262032086	Amcor 89
0.337732448771702	0.556877005347593	Amsoy
0.397688819067099	0.543796791443851	Amsoy
0.394963529508217	0.436342245989305	Amsoy 71
0.394963529508217	0.436342245989305	Amsoy x Calland
0.376252548847744	0.461593582887701	Amsoy x Calland
0.394963529508217	0.436342245989305	Amsoy x Portage
0.29135489011467	0.443122994652407	Anderson
0.324256430943745	0.653048128342246	Anoka
0.234003465404994	0.595775401069519	AP68-1016
0.234003465404994	0.595775401069519	AP68-1022
0.394963529508217	0.436342245989305	AX429
0.337732448771702	0.556877005347593	AX56P64-1
0.364757192244734	0.556278074866311	AX901-40-2
0.596198709962751	0.335754010695187	AYR
0.545453667946408	0.483700534759358	B216
0.479437477169119	0.61812834224599	B216
0.344915479669766	0.555508021390374	Baron
0.364757192244734	0.556278074866311	Beeson 80
0.364757192244734	0.556278074866311	Beeson x AP68-1016
0.364757192244734	0.556278074866311	Beeson x L15
0.216922142714413	0.69124064171123	Blackhawk
0.26007047142495	0.536673796791444	Blackhawk
0.597803296271568	0.428951871657755	Blackjack 21
0.43191163643484	0.530631016042781	BSR 101 x Williams 82
0.543124510632516	0.635978609625669	Burlison
0.29135489011467	0.443122994652407	C1069
0.29135489011467	0.443122994652407	C1070
0.29135489011467	0.443122994652407	C1079
0.397688819067099	0.543796791443851	C1253
0.397688819067099	0.543796791443851	C1265
0.397688819067099	0.543796791443851	C1266
0.397688819067099	0.543796791443851	C1266R
0.380409430254024	0.582160427807487	C1421
0.201615893627962	0.834470588235294	C1520
0.376252548847744	0.461593582887701	C1528
0.53817285757015	0.700470588235295	C1732
0.29135489011467	0.443122994652407	C985
0.376252548847744	0.461593582887701	Calland x Altona
0.312194454800433	0.594310160427807	Capital
0.499672814822968	0.527711229946524	Cartter
0.201615893627962	0.834470588235294	Century
0.376252548847744	0.461593582887701	Century
0.543124510632516	0.635978609625669	Century 84
0.43191163643484	0.530631016042781	Century 84
0.29135489011467	0.443122994652407	Chippewa
0.26007047142495	0.536673796791444	Chippewa
0.58069940908602	0.736053475935829	Cisne
0.641182284263998	0.451614973262033	CL0J095-4-6
0.641182284263998	0.451614973262033	CL0J173-6-2
0.641182284263998	0.451614973262033	CL0J173-6-8
0.29135489011467	0.443122994652407	Clark
0.26007047142495	0.536673796791444	Clark
0.234003465404994	0.595775401069519	Clark x Blackhawk
0.234003465404994	0.595775401069519	Clark x CNS
0.234003465404994	0.595775401069519	Clark x (Lincoln x CNS)
0.234003465404994	0.595775401069519	Clark x PI 86.024
0.234003465404994	0.595775401069519	Clark x T145
0.234003465404994	0.595775401069519	Clark x T201
0.364757192244734	0.556278074866311	CN210
0.364757192244734	0.556278074866311	CN290
0.234003465404994	0.595775401069519	Columbus
0.597803296271568	0.428951871657755	Conrad x Elgin 87
0.552057543473634	0.370641711229947	Conrad x Elgin 87
0.397688819067099	0.543796791443851	Corsoy
0.545453667946408	0.483700534759358	Corsoy 79
0.545453667946408	0.483700534759358	Corsoy x Hark
0.545453667946408	0.483700534759358	Corsoy x Wayne
0.479437477169119	0.61812834224599	Corsoy x Wayne
0.499672814822968	0.527711229946524	Crawford
0.545453667946408	0.483700534759358	Cumberland
0.499672814822968	0.527711229946524	Cumberland
0.234003465404994	0.595775401069519	Cutler
0.266644260958886	0.595283422459894	Cutler 71
0.67760388630804	0.639550802139038	CX1705R-108
0.216922142714413	0.69124064171123	CX291-42-1
0.202500923263919	0.529657754010695	D56-1185
0.579302917564128	0.455272727272728	Delsoy 4500
0.596198709962751	0.335754010695187	Dimon
0.236284986562843	0.385754010695188	Dorman
0.376252548847744	0.461593582887701	Douglas
0.499672814822968	0.527711229946524	Douglas
0.499672814822968	0.527711229946524	DSR-304
0.236284986562843	0.385754010695188	Dunfield x Haberlandt
0.555527461366451	0.41316577540107	Dwight
0.244280339279746	0.207828877005348	Egyptian
0.499672814822968	0.527711229946524	Elf
0.596198709962751	0.335754010695187	Elgin 87
0.397688819067099	0.543796791443851	Evans
0.499672814822968	0.527711229946524	Fayette
0.344915479669766	0.555508021390374	FH22-815
0.29135489011467	0.443122994652407	Ford
0.26007047142495	0.536673796791444	Ford
0.368703471697981	0.402213903743316	Fremont
0.499672814822968	0.527711229946524	Fremont
0.236284986562843	0.385754010695188	Gibson
0.499672814822968	0.527711229946524	Gnome
0.29135489011467	0.443122994652407	Grant
0.236284986562843	0.385754010695188	H2
0.236284986562843	0.385754010695188	Haberlandt x Dunfield
0.545453667946408	0.483700534759358	Harcor
0.475696785336689	0.493893048128343	Harcor x (M61-96 x Hobbitt 87)
0.545453667946408	0.483700534759358	Hardin
0.397688819067099	0.543796791443851	Hark
0.337268623041809	0.557550802139038	Hark
