x	y	showSelected
0.536122368759912	0.415818181818182	69338-51615-71
0.495896041072722	0.623050505050505	A3127
0.537658529532691	0.418282828282829	A4595
0.508516656049085	0.35329292929293	A50-7445
0.495896041072722	0.623050505050505	A5424
0.537914556328155	0.443232323232324	A55-5629-4
0.367235046152596	0.563010101010101	A72-507
0.367235046152596	0.563010101010101	A72-512
0.623216660416602	0.537656565656565	A72-512
0.433922496170894	0.496161616161616	A75-105021
0.345969761729416	0.768141414141414	A80-244003
0.648352467571195	0.411010101010101	A81-356022
0.345969761729416	0.768141414141414	A83-214072-23-8
0.302686172896401	0.552424242424242	A93-552034
0.295999355414892	0.69650505050505	Adams
0.552718929265821	0.425616161616161	Adams
0.536122368759912	0.415818181818182	AgriPro 25
0.319177310604179	0.571676767676768	Amcor
0.433922496170894	0.496161616161616	Amcor
0.300532535734564	0.448525252525253	Amcor 89
0.536965751144967	0.679979797979798	Amsoy
0.51854688227135	0.414868686868687	Amsoy
0.367235046152596	0.563010101010101	Amsoy 71
0.367235046152596	0.563010101010101	Amsoy x Calland
0.402792649922515	0.499090909090909	Amsoy x Calland
0.367235046152596	0.563010101010101	Amsoy x Portage
0.3767833395834	0.606525252525253	Anderson
0.672388865545269	0.339353535353535	Anoka
0.59174042497436	0.462343434343435	AP68-1016
0.59174042497436	0.462343434343435	AP68-1022
0.367235046152596	0.563010101010101	AX429
0.536965751144967	0.679979797979798	AX56P64-1
0.536122368759912	0.415818181818182	AX901-40-2
0.225591986662511	0.611111111111111	AYR
0.433922496170894	0.496161616161616	B216
0.623216660416602	0.537656565656565	B216
0.535038019979126	0.457191919191919	Baron
0.536122368759912	0.415818181818182	Beeson 80
0.536122368759912	0.415818181818182	Beeson x AP68-1016
0.536122368759912	0.415818181818182	Beeson x L15
0.726169552992276	0.234	Blackhawk
0.508516656049085	0.35329292929293	Blackhawk
0.356828309937003	0.432181818181818	Blackjack 21
0.500007530199867	0.568868686868687	BSR 101 x Williams 82
0.648352467571195	0.411010101010101	Burlison
0.3767833395834	0.606525252525253	C1069
0.3767833395834	0.606525252525253	C1070
0.3767833395834	0.606525252525253	C1079
0.51854688227135	0.414868686868687	C1253
0.51854688227135	0.414868686868687	C1265
0.51854688227135	0.414868686868687	C1266
0.51854688227135	0.414868686868687	C1266R
0.572568536114086	0.587232323232323	C1421
0.927858426218349	0.48989898989899	C1520
0.402792649922515	0.499090909090909	C1528
0.739166677961967	0.366222222222223	C1732
0.3767833395834	0.606525252525253	C985
0.402792649922515	0.499090909090909	Calland x Altona
0.589677150210921	0.43020202020202	Capital
0.495896041072722	0.623050505050505	Cartter
0.927858426218349	0.48989898989899	Century
0.402792649922515	0.499090909090909	Century
0.648352467571195	0.411010101010101	Century 84
0.500007530199867	0.568868686868687	Century 84
0.3767833395834	0.606525252525253	Chippewa
0.508516656049085	0.35329292929293	Chippewa
0.789272627874089	0.275373737373738	Cisne
0.388741296971505	0.379272727272727	CL0J095-4-6
0.388741296971505	0.379272727272727	CL0J173-6-2
0.388741296971505	0.379272727272727	CL0J173-6-8
0.3767833395834	0.606525252525253	Clark
0.508516656049085	0.35329292929293	Clark
0.59174042497436	0.462343434343435	Clark x Blackhawk
0.59174042497436	0.462343434343435	Clark x CNS
0.59174042497436	0.462343434343435	Clark x (Lincoln x CNS)
0.59174042497436	0.462343434343435	Clark x PI 86.024
0.59174042497436	0.462343434343435	Clark x T145
0.59174042497436	0.462343434343435	Clark x T201
0.536122368759912	0.415818181818182	CN210
0.536122368759912	0.415818181818182	CN290
0.59174042497436	0.462343434343435	Columbus
0.356828309937003	0.432181818181818	Conrad x Elgin 87
0.27471901059198	0.57359595959596	Conrad x Elgin 87
0.51854688227135	0.414868686868687	Corsoy
0.433922496170894	0.496161616161616	Corsoy 79
0.433922496170894	0.496161616161616	Corsoy x Hark
0.433922496170894	0.496161616161616	Corsoy x Wayne
0.623216660416602	0.537656565656565	Corsoy x Wayne
0.495896041072722	0.623050505050505	Crawford
0.433922496170894	0.496161616161616	Cumberland
0.495896041072722	0.623050505050505	Cumberland
0.59174042497436	0.462343434343435	Cutler
0.591047646586637	0.533050505050505	Cutler 71
0.65338264108206	0.421111111111111	CX1705R-108
0.726169552992276	0.234	CX291-42-1
0.498637033824152	0.614787878787879	D56-1185
0.393891953680235	0.719474747474748	Delsoy 4500
0.225591986662511	0.611111111111111	Dimon
0.295999355414892	0.69650505050505	Dorman
0.402792649922515	0.499090909090909	Douglas
0.495896041072722	0.623050505050505	Douglas
0.495896041072722	0.623050505050505	DSR-304
0.295999355414892	0.69650505050505	Dunfield x Haberlandt
0.334599159930903	0.44949494949495	Dwight
0.0454545454545457	0.638666666666666	Egyptian
0.495896041072722	0.623050505050505	Elf
0.225591986662511	0.611111111111111	Elgin 87
0.51854688227135	0.414868686868687	Evans
0.495896041072722	0.623050505050505	Fayette
0.535038019979126	0.457191919191919	FH22-815
0.3767833395834	0.606525252525253	Ford
0.508516656049085	0.35329292929293	Ford
0.319177310604179	0.571676767676768	Fremont
0.495896041072722	0.623050505050505	Fremont
0.295999355414892	0.69650505050505	Gibson
0.495896041072722	0.623050505050505	Gnome
0.3767833395834	0.606525252525253	Grant
0.295999355414892	0.69650505050505	H2
0.295999355414892	0.69650505050505	Haberlandt x Dunfield
0.433922496170894	0.496161616161616	Harcor
0.448275057116567	0.412464646464647	Harcor x (M61-96 x Hobbitt 87)
0.433922496170894	0.496161616161616	Hardin
0.51854688227135	0.414868686868687	Hark
0.537914556328155	0.443232323232324	Hark
