colour	x	y	clickSelects	fill
#FF0000	0.248663101604278	0.3314	Gibson	#FF0000
#0000FF	0.601604278074866	0.466672727272727	Harcor	#0000FF
#0000FF	0.344919786096257	0.468836363636364	Harosoy	#0000FF
#FF0000	0.473262032085562	0.506927272727273	Harosoy 63	#FF0000
#FF0000	0.697860962566845	0.590909090909091	Harper	#FF0000
#0000FF	0.302139037433155	0.494363636363637	Hawkeye	#0000FF
#FF0000	0.473262032085562	0.524236363636363	Hawkeye 63	#FF0000
#FF0000	0.815508021390374	0.734636363636364	IA 2021	#FF0000
#FF0000	0.815508021390374	0.415145454545455	IA 2022	#FF0000
#FF0000	0.8475935828877	0.654545454545455	IA 2038	#FF0000
#FF0000	0.868983957219251	0.577054545454545	IA 2050	#FF0000
#FF0000	0.868983957219251	0.540254545454545	IA 2052	#FF0000
#FF0000	0.922459893048128	0.8264	IA 2065	#FF0000
#FF0000	0.901069518716578	0.578363636363637	IA 2068	#FF0000
#FF0000	0.933155080213904	0.567527272727273	IA 2094	#FF0000
#FF0000	0.815508021390374	0.663636363636363	IA 3004	#FF0000
#FF0000	0.8475935828877	0.681818181818182	IA 3010	#FF0000
#FF0000	0.879679144385027	0.638018181818182	IA 3014	#FF0000
#0000FF	0.901069518716578	0.757018181818182	IA 3023	#0000FF
#FF0000	0.911764705882353	0.799181818181818	IA 3024	#FF0000
#0000FF	0.0882352941176471	0.478509090909091	Illini	#0000FF
#FF0000	0.751336898395722	0.5	Jack	#FF0000
#FF0000	0.751336898395722	0.592636363636364	Kenwood	#FF0000
#FF0000	0.0989304812834225	0.400872727272727	Korean	#FF0000
#FF0000	0.794117647058823	0.460327272727273	KS4694	#FF0000
#0000FF	0.665775401069519	0.461363636363637	Lawrence	#0000FF
#FF0000	0.922459893048128	0.474381818181818	LD00-3309	#FF0000
#0000FF	0.259358288770053	0.641327272727273	Lincoln	#0000FF
#FF0000	0.419786096256685	0.542	Lindarin	#FF0000
#FF0000	0.901069518716578	0.516527272727273	LN97-15076	#FF0000
#FF0000	0.879679144385027	0.549781818181818	Loda	#FF0000
#FF0000	0.879679144385027	0.476036363636364	LS93-0375	#FF0000
#FF0000	0.815508021390374	0.595036363636364	Macon	#FF0000
#FF0000	0.120320855614973	0.537181818181818	Macoupin	#FF0000
#FF0000	0.163101604278075	0.297527272727272	Mandell	#FF0000
#FF0000	0.82620320855615	0.581	Maverick	#FF0000
#FF0000	0.227272727272727	0.462818181818182	Mingo	#FF0000
#FF0000	0.719251336898396	0.469418181818182	Morgan	#FF0000
#0000FF	0.141711229946524	0.306054545454545	Mukden	#0000FF
#FF0000	0.815508021390374	0.335545454545455	Mustang	#FF0000
#FF0000	0.911764705882353	0.716527272727273	NE3001	#FF0000
#0000FF	0.633689839572192	0.614872727272727	Oakland	#0000FF
#FF0000	0.82620320855615	0.605781818181818	Omaha	#FF0000
#FF0000	0.836898395721925	0.622309090909091	Pana	#FF0000
#FF0000	0.227272727272727	0.455363636363636	Patoka	#FF0000
#0000FF	0.644385026737968	0.786781818181818	Pella	#0000FF
#FF0000	0.729946524064171	0.753727272727272	Pella 86	#FF0000
#0000FF	0.355614973262032	0.648763636363637	Perry	#0000FF
#FF0000	0.70855614973262	0.491345454545455	Preston	#FF0000
#FF0000	0.751336898395722	0.561036363636363	Private 2- 1	#FF0000
#FF0000	0.804812834224599	0.661036363636364	Private 2-10	#FF0000
#FF0000	0.676470588235294	0.6342	Private 2-11	#FF0000
#FF0000	0.82620320855615	0.625109090909091	Private 2-12	#FF0000
#FF0000	0.954545454545455	0.714727272727273	Private 2-13	#FF0000
#FF0000	0.954545454545455	0.546327272727273	Private 2-14	#FF0000
#FF0000	0.70855614973262	0.488309090909091	Private 2-15	#FF0000
#FF0000	0.804812834224599	0.370127272727272	Private 2-16	#FF0000
#FF0000	0.879679144385027	0.444163636363637	Private 2-17	#FF0000
#FF0000	0.836898395721925	0.443290909090909	Private 2-18	#FF0000
#FF0000	0.922459893048128	0.542	Private 2-19	#FF0000
#FF0000	0.762032085561497	0.617309090909091	Private 2- 2	#FF0000
#FF0000	0.922459893048128	0.653254545454546	Private 2-20	#FF0000
#FF0000	0.911764705882353	0.706490909090909	Private 2- 3	#FF0000
#FF0000	0.879679144385027	0.5684	Private 2- 4	#FF0000
#FF0000	0.794117647058823	0.532909090909091	Private 2- 5	#FF0000
#FF0000	0.772727272727273	0.578781818181818	Private 2- 6	#FF0000
#FF0000	0.622994652406417	0.582254545454546	Private 2- 7	#FF0000
